/en/lessons/output-data-as-html-file	/es/lecciones/salida-de-datos-como-archivo-html	/pt/licoes/saida-dados-ficheiro-html-python	
/en/lessons/output-keywords-in-context-in-html-file	/es/lecciones/salida-palabras-clave-contexto-ngrams		
/en/lessons/preserving-your-research-data	/es/lecciones/preservar-datos-de-investigacion	/fr/lecons/preserver-ses-donnees-de-recherche	/pt/licoes/preservar-os-seus-dados-de-investigacao
/en/lessons/r-basics-with-tabular-data	/es/lecciones/datos-tabulares-en-r	/fr/lecons/analyse-donnees-tabulaires-R	/pt/licoes/nocoes-basicas-R-dados-tabulares
/en/lessons/research-data-with-unix	/es/lecciones/datos-de-investigacion-con-unix	/pt/licoes/contagem-mineracao-dados-investigacao-unix	
/en/lessons/sentiment-analysis	/pt/licoes/analise-sentimento-exploracao-dados		
/en/lessons/shiny-leaflet-newspaper-map-tutorial	/es/lecciones/creacion-de-aplicacion-shiny	/pt/licoes/aplicacao-web-interativa-r-shiny-leaflet	
/en/lessons/sonification	/pt/licoes/som-dados-sonificacao-historiadores		
/en/lessons/sustainable-authorship-in-plain-text-using-pandoc-and-markdown	/es/lecciones/escritura-sostenible-usando-pandoc-y-markdown	/fr/lecons/redaction-durable-avec-pandoc-et-markdown	/pt/licoes/autoria-sustentavel-texto-simples-pandoc-markdown
/en/lessons/temporal-network-analysis-with-r	/es/lecciones/analisis-temporal-red		
/en/lessons/topic-modeling-and-mallet	/es/lecciones/topic-modeling-y-mallet		
/en/lessons/transforming-xml-with-xsl	/es/lecciones/transformacion-datos-xml-xsl		
/en/lessons/understanding-regular-expressions	/fr/lecons/comprendre-les-expressions-regulieres		
/en/lessons/up-and-running-with-omeka	/es/lecciones/poniendo-omeka-a-funcionar	/pt/licoes/introducao-omeka-net	
/en/lessons/vector-layers-qgis	/pt/licoes/camadas-vetoriais-qgis		
/en/lessons/viewing-html-files	/es/lecciones/ver-archivos-html	/fr/lecons/comprendre-les-pages-web	/pt/licoes/nocoes-basicas-paginas-web-html
/es/lecciones/visualizacion-y-animacion-de-tablas-historicas-con-R	/pt/licoes/visualizacao-animacao-tabelas-historicas-R		
/en/lessons/windows-installation	/es/lecciones/instalacion-windows	/fr/lecons/installation-windows-py	/pt/licoes/instalacao-windows
/en/lessons/working-with-text-files	/es/lecciones/trabajar-con-archivos-de-texto	/fr/lecons/travailler-avec-des-fichiers-texte	/pt/licoes/trabalhando-ficheiros-texto-python
/en/lessons/working-with-web-pages	/es/lecciones/trabajar-con-paginas-web	/fr/lecons/telecharger-des-pages-web-avec-python	/pt/licoes/download-paginas-web-python
